X,species,genus,family,status,category,effort_corrected_abund,raw_abund,species_underscore,category_binary,pollination,poll_binary
Platanus_occidentalis,Platanus occidentalis,Platanus,Platanaceae,prune,nonhost,0.168396646,3409,Platanus_occidentalis,0,abiotic,1
Platythelys_querceticola,Platythelys querceticola,Platythelys,Orchidaceae,prune,nonhost,4.69E-04,17,Platythelys_querceticola,0,biotic,2
Pleea_tenuifolia,Pleea tenuifolia,Pleea,Tofieldiaceae,prune,nonhost,0.006072991,45,Pleea_tenuifolia,0,biotic,2
Pluchea_yucatanensis,Pluchea yucatanensis,Pluchea,Asteraceae,prune,nonhost,0.162135459,2130,Pluchea_yucatanensis,0,biotic,2
Plumbago_zeylanica,Plumbago zeylanica,Plumbago,Plumbaginaceae,prune,nonhost,0.002028546,36,Plumbago_zeylanica,0,biotic,2
Plumeria_obtusa,Plumeria obtusa,Plumeria,Apocynaceae,prune,nonhost,4.03E-05,2,Plumeria_obtusa,0,biotic,2
Podophyllum_peltatum,Podophyllum peltatum,Podophyllum,Berberidaceae,prune,nonhost,0.391171773,8976,Podophyllum_peltatum,0,biotic,2
Podostemum_ceratophyllum,Podostemum ceratophyllum,Podostemum,Podostemaceae,prune,nonhost,5.37E-04,16,Podostemum_ceratophyllum,0,abiotic,1
Polanisia_trachysperma,Polanisia trachysperma,Polanisia,Cleomaceae,prune,nonhost,0.0039105,69,Polanisia_trachysperma,0,biotic,2
Polemonium_reptans,Polemonium reptans,Polemonium,Polemoniaceae,prune,specialist_host,0.026398322,497,Polemonium_reptans,1,biotic,2
Polygala_setacea,Polygala setacea,Polygala,Polygalaceae,prune,nonhost,0.298028905,4720,Polygala_setacea,0,biotic,2
Polygonatum_biflorum,Polygonatum biflorum,Polygonatum,Asparagaceae,prune,nonhost,0.035616674,974,Polygonatum_biflorum,0,biotic,2
Polygonella_polygama,Polygonella polygama,Polygonella,Polygonaceae,prune,specialist_host,0.018975731,376,Polygonella_polygama,1,biotic,2
Polygonum_aviculare,Polygonum aviculare,Polygonum,Polygonaceae,prune,nonhost,0.002528203,126,Polygonum_aviculare,0,biotic,2
Polymnia_canadensis,Polymnia canadensis,Polymnia,Asteraceae,prune,nonhost,0.010192259,175,Polymnia_canadensis,0,biotic,2
Polypremum_procumbens,Polypremum procumbens,Polypremum,Tetrachondraceae,prune,nonhost,0.023169088,370,Polypremum_procumbens,0,biotic,2
Polystachya_concreta,Polystachya concreta,Polystachya,Orchidaceae,prune,nonhost,0.00199851,46,Polystachya_concreta,0,biotic,2
Polytaenia_nuttallii,Polytaenia nuttallii,Polytaenia,Apiaceae,prune,nonhost,1.27E-04,1,Polytaenia_nuttallii,0,biotic,2
Pontederia_cordata,Pontederia cordata,Pontederia,Pontederiaceae,prune,specialist_host,0.20923694,3582,Pontederia_cordata,1,biotic,2
Ponthieva_racemosa,Ponthieva racemosa,Ponthieva,Orchidaceae,prune,nonhost,0.002759962,54,Ponthieva_racemosa,0,biotic,2
Populus_deltoides,Populus deltoides,Populus,Salicaceae,prune,nonhost,0.111784157,2420,Populus_deltoides,0,abiotic,1
Porteranthus_stipulatus,Porteranthus stipulatus,Porteranthus,Rosaceae,prune,nonhost,0.002678109,25,Porteranthus_stipulatus,0,biotic,2
Portulaca_oleracea,Portulaca oleracea,Portulaca,Portulacaceae,prune,nonhost,0.027210835,442,Portulaca_oleracea,0,biotic,2
Potamogeton_foliosus,Potamogeton foliosus,Potamogeton,Potamogetonaceae,prune,nonhost,0.012105847,124,Potamogeton_foliosus,0,abiotic,1
Potentilla_norvegica,Potentilla norvegica,Potentilla,Rosaceae,prune,specialist_host,0.069490126,1733,Potentilla_norvegica,1,biotic,2
Prenanthes_boottii,Prenanthes boottii,Prenanthes,Asteraceae,prune,nonhost,3.90E-04,19,Prenanthes_boottii,0,biotic,2
Primula_laurentiana,Primula laurentiana,Primula,Primulaceae,prune,nonhost,1.91E-04,4,Primula_laurentiana,0,biotic,2
Prosartes_maculata,Prosartes maculata,Prosartes,Liliaceae,prune,nonhost,0.010694332,184,Prosartes_maculata,0,biotic,2
Proserpinaca_pectinata,Proserpinaca pectinata,Proserpinaca,Haloragaceae,prune,nonhost,0.009327657,180,Proserpinaca_pectinata,0,abiotic,1
Prosthechea_cochleata,Prosthechea cochleata,Prosthechea,Orchidaceae,prune,nonhost,0.001111878,29,Prosthechea_cochleata,0,biotic,2
Prunella_vulgaris,Prunella vulgaris,Prunella,Lamiaceae,prune,nonhost,0.271731915,4712,Prunella_vulgaris,0,biotic,2
Pseudognaphalium_macounii,Pseudognaphalium macounii,Pseudognaphalium,Asteraceae,prune,nonhost,0.024223611,526,Pseudognaphalium_macounii,0,biotic,2
Psoralea_canescens,Psoralea canescens,Psoralea,Fabaceae,prune,nonhost,0.001815918,40,Psoralea_canescens,0,biotic,2
Psychotria_tenuifolia,Psychotria tenuifolia,Psychotria,Rubiaceae,prune,nonhost,0.075366974,1068,Psychotria_tenuifolia,0,biotic,2
Ptelea_trifoliata,Ptelea trifoliata,Ptelea,Rutaceae,prune,nonhost,0.007989963,141,Ptelea_trifoliata,0,biotic,2
Pterocaulon_pycnostachyum,Pterocaulon pycnostachyum,Pterocaulon,Asteraceae,prune,nonhost,0.032860741,626,Pterocaulon_pycnostachyum,0,biotic,2
Ptilimnium_capillaceum,Ptilimnium capillaceum,Ptilimnium,Apiaceae,prune,nonhost,0.015255027,163,Ptilimnium_capillaceum,0,biotic,2
Pycnanthemum_virginianum,Pycnanthemum virginianum,Pycnanthemum,Lamiaceae,prune,nonhost,0.049695602,762,Pycnanthemum_virginianum,0,biotic,2
Pycreus_flavescens,Pycreus flavescens,Pycreus,Cyperaceae,prune,nonhost,0.004048073,90,Pycreus_flavescens,0,abiotic,1
Pyrola_americana,Pyrola americana,Pyrola,Ericaceae,prune,nonhost,0.059795748,2477,Pyrola_americana,0,biotic,2
Pyrrhopappus_carolinianus,Pyrrhopappus carolinianus,Pyrrhopappus,Asteraceae,prune,specialist_host,0.015472286,177,Pyrrhopappus_carolinianus,1,biotic,2
Pyrularia_puber,Pyrularia puber,Pyrularia,Santalaceae,prune,nonhost,0.003148268,115,Pyrularia_puber,0,biotic,2
Pyxidanthera_barbulata,Pyxidanthera barbulata,Pyxidanthera,Diapensiaceae,prune,nonhost,0.008035784,127,Pyxidanthera_barbulata,0,biotic,2
Quercus_nigra,Quercus nigra,Quercus,Fagaceae,prune,nonhost,1.04874099,20334,Quercus_nigra,0,abiotic,1
Randia_aculeata,Randia aculeata,Randia,Rubiaceae,prune,nonhost,0.009795155,134,Randia_aculeata,0,biotic,2
Ranunculus_flammula,Ranunculus flammula,Ranunculus,Ranunculaceae,prune,nonhost,0.061794691,2024,Ranunculus_flammula,0,biotic,2
Rayjacksonia_phyllocephala,Rayjacksonia phyllocephala,Rayjacksonia,Asteraceae,prune,nonhost,0.002793015,13,Rayjacksonia_phyllocephala,0,biotic,2
Remirea_maritima,Remirea maritima,Remirea,Cyperaceae,prune,nonhost,0.002271626,14,Remirea_maritima,0,abiotic,1
Rhabdadenia_biflora,Rhabdadenia biflora,Rhabdadenia,Apocynaceae,prune,nonhost,0.003095151,52,Rhabdadenia_biflora,0,biotic,2
Rhapidophyllum_hystrix,Rhapidophyllum hystrix,Rhapidophyllum,Arecaceae,prune,nonhost,0.008061423,139,Rhapidophyllum_hystrix,0,biotic,2
Rhexia_mariana,Rhexia mariana,Rhexia,Melastomataceae,prune,nonhost,0.183683616,2566,Rhexia_mariana,0,biotic,2
Rhinanthus_minor,Rhinanthus minor,Rhinanthus,Orobanchaceae,prune,nonhost,0.005809078,58,Rhinanthus_minor,0,biotic,2
Rhipsalis_baccifera,Rhipsalis baccifera,Rhipsalis,Cactaceae,prune,nonhost,5.85E-05,2,Rhipsalis_baccifera,0,biotic,2
Rhizophora_mangle,Rhizophora mangle,Rhizophora,Rhizophoraceae,prune,nonhost,0.09009787,1143,Rhizophora_mangle,0,biotic,2
Rhododendron_calendulaceum,Rhododendron calendulaceum,Rhododendron,Ericaceae,prune,specialist_host,0.240884475,5260,Rhododendron_calendulaceum,1,biotic,2
Rhus_typhina,Rhus typhina,Rhus,Anacardiaceae,prune,nonhost,0.430957213,7330,Rhus_typhina,0,biotic,2
Rhynchospora_alba,Rhynchospora alba,Rhynchospora,Cyperaceae,prune,nonhost,0.174111964,2301,Rhynchospora_alba,0,abiotic,1
Richardia_scabra,Richardia scabra,Richardia,Rubiaceae,prune,nonhost,0.008036519,155,Richardia_scabra,0,biotic,2
Rivina_humilis,Rivina humilis,Rivina,Petiveriaceae,prune,nonhost,0.023891471,341,Rivina_humilis,0,biotic,2
Robinia_hispida,Robinia hispida,Robinia,Fabaceae,prune,nonhost,0.073144648,2041,Robinia_hispida,0,biotic,2
Rorippa_palustris,Rorippa palustris,Rorippa,Brassicaceae,prune,nonhost,0.005453976,35,Rorippa_palustris,0,biotic,2
Rosa_carolina,Rosa carolina,Rosa,Rosaceae,prune,nonhost,0.030366799,370,Rosa_carolina,0,biotic,2
Rotala_ramosior,Rotala ramosior,Rotala,Lythraceae,prune,nonhost,0.001536763,24,Rotala_ramosior,0,biotic,2
Roystonea_regia,Roystonea regia,Roystonea,Arecaceae,prune,nonhost,0.004441759,97,Roystonea_regia,0,biotic,2
Ruellia_nudiflora,Ruellia nudiflora,Ruellia,Acanthaceae,prune,nonhost,0.094263006,1250,Ruellia_nudiflora,0,biotic,2
Rugelia_nudicaulis,Rugelia nudicaulis,Rugelia,Asteraceae,prune,nonhost,5.88E-04,24,Rugelia_nudicaulis,0,biotic,2
Ruppia_maritima,Ruppia maritima,Ruppia,Ruppiaceae,prune,nonhost,0.002226889,6,Ruppia_maritima,0,abiotic,1
Sabal_minor,Sabal minor,Sabal,Arecaceae,prune,nonhost,0.24744751,2276,Sabal_minor,0,biotic,2
Sabatia_angularis,Sabatia angularis,Sabatia,Gentianaceae,prune,nonhost,0.127870632,2105,Sabatia_angularis,0,biotic,2
Sacciolepis_striata,Sacciolepis striata,Sacciolepis,Poaceae,prune,nonhost,0.006699229,59,Sacciolepis_striata,0,abiotic,1
Sachsia_polycephala,Sachsia polycephala,Sachsia,Asteraceae,prune,nonhost,2.30E-04,6,Sachsia_polycephala,0,biotic,2
Sacoila_lanceolata,Sacoila lanceolata,Sacoila,Orchidaceae,prune,nonhost,0.002659936,86,Sacoila_lanceolata,0,biotic,2
Sagina_nodosa,Sagina nodosa,Sagina,Caryophyllaceae,prune,nonhost,3.07E-04,4,Sagina_nodosa,0,biotic,2
Salicornia_maritima,Salicornia maritima,Salicornia,Amaranthaceae,prune,nonhost,0.021435879,141,Salicornia_maritima,0,biotic,2
Salix_amygdaloides,Salix amygdaloides,Salix,Salicaceae,prune,specialist_host,0.05602691,1006,Salix_amygdaloides,1,biotic,2
Samolus_valerandi,Samolus valerandi,Samolus,Primulaceae,prune,nonhost,0.024416207,305,Samolus_valerandi,0,biotic,2
Sanguinaria_canadensis,Sanguinaria canadensis,Sanguinaria,Papaveraceae,prune,nonhost,0.212256971,6424,Sanguinaria_canadensis,0,biotic,2
Sanguisorba_canadensis,Sanguisorba canadensis,Sanguisorba,Rosaceae,prune,nonhost,0.003085969,88,Sanguisorba_canadensis,0,biotic,2
Sanicula_marilandica,Sanicula marilandica,Sanicula,Apiaceae,prune,nonhost,0.027815909,656,Sanicula_marilandica,0,biotic,2
Sapindus_saponaria,Sapindus saponaria,Sapindus,Sapindaceae,prune,nonhost,0.001002406,23,Sapindus_saponaria,0,biotic,2
Sarcocornia_perennis,Sarcocornia perennis,Sarcocornia,Amaranthaceae,prune,nonhost,0.030144556,73,Sarcocornia_perennis,0,biotic,2
Sarcostemma_clausum,Sarcostemma clausum,Sarcostemma,Apocynaceae,prune,nonhost,0.002453912,48,Sarcostemma_clausum,0,biotic,2
Sarracenia_alabamensis,Sarracenia alabamensis,Sarracenia,Sarraceniaceae,prune,nonhost,0.463281926,5595,Sarracenia_alabamensis,0,biotic,2
Saururus_cernuus,Saururus cernuus,Saururus,Saururaceae,prune,nonhost,0.102243251,1699,Saururus_cernuus,0,biotic,2
Saxifraga_stolonifera,Saxifraga stolonifera,Saxifraga,Saxifragaceae,prune,nonhost,0.033672801,1046,Saxifraga_stolonifera,0,biotic,2
Scaevola_taccada,Scaevola taccada,Scaevola,Goodeniaceae,prune,nonhost,0.100702892,390,Scaevola_taccada,0,biotic,2
Schefflera_arboricola,Schefflera arboricola,Schefflera,Araliaceae,prune,nonhost,5.53E-04,8,Schefflera_arboricola,0,biotic,2
Scheuchzeria_palustris,Scheuchzeria palustris,Scheuchzeria,Scheuchzeriaceae,prune,nonhost,0.001018715,30,Scheuchzeria_palustris,0,abiotic,1
Schizachne_purpurascens,Schizachne purpurascens,Schizachne,Poaceae,prune,nonhost,0.004505806,5,Schizachne_purpurascens,0,abiotic,1
Schizachyrium_scoparium,Schizachyrium scoparium,Schizachyrium,Poaceae,prune,nonhost,0.021297963,420,Schizachyrium_scoparium,0,abiotic,1
Schoenocaulon_dubium,Schoenocaulon dubium,Schoenocaulon,Melanthiaceae,prune,nonhost,0.001007394,50,Schoenocaulon_dubium,0,biotic,2
Schoenoplectus_tabernaemontani,Schoenoplectus tabernaemontani,Schoenoplectus,Cyperaceae,prune,nonhost,0.01352182,193,Schoenoplectus_tabernaemontani,0,abiotic,1
Schoenus_nigricans,Schoenus nigricans,Schoenus,Cyperaceae,prune,nonhost,5.74E-04,14,Schoenus_nigricans,0,abiotic,1
Scirpus_microcarpus,Scirpus microcarpus,Scirpus,Cyperaceae,prune,nonhost,0.048492538,564,Scirpus_microcarpus,0,abiotic,1
Scleria_lithosperma,Scleria lithosperma,Scleria,Cyperaceae,prune,nonhost,0.013488302,206,Scleria_lithosperma,0,abiotic,1
Sclerolepis_uniflora,Sclerolepis uniflora,Sclerolepis,Asteraceae,prune,nonhost,1.60E-04,8,Sclerolepis_uniflora,0,biotic,2
Scoparia_dulcis,Scoparia dulcis,Scoparia,Plantaginaceae,prune,nonhost,0.012821362,158,Scoparia_dulcis,0,biotic,2
Scrophularia_nodosa,Scrophularia nodosa,Scrophularia,Scrophulariaceae,prune,nonhost,0.001778529,43,Scrophularia_nodosa,0,biotic,2
Sedum_roseum,Sedum roseum,Sedum,Crassulaceae,prune,nonhost,0.07406766,971,Sedum_roseum,0,biotic,2
Senna_pendula,Senna pendula,Senna,Fabaceae,prune,nonhost,0.040835164,755,Senna_pendula,0,biotic,2
Serenoa_repens,Serenoa repens,Serenoa,Arecaceae,prune,nonhost,0.112000579,1782,Serenoa_repens,0,biotic,2
Sericocarpus_tortifolius,Sericocarpus tortifolius,Sericocarpus,Asteraceae,prune,nonhost,0.019709106,415,Sericocarpus_tortifolius,0,biotic,2
Sesbania_herbacea,Sesbania herbacea,Sesbania,Fabaceae,prune,nonhost,0.100588191,298,Sesbania_herbacea,0,biotic,2
Sesuvium_maritimum,Sesuvium maritimum,Sesuvium,Aizoaceae,prune,nonhost,0.086174629,376,Sesuvium_maritimum,0,biotic,2
Seymeria_pectinata,Seymeria pectinata,Seymeria,Orobanchaceae,prune,nonhost,0.015204332,247,Seymeria_pectinata,0,biotic,2
Shepherdia_canadensis,Shepherdia canadensis,Shepherdia,Elaeagnaceae,prune,nonhost,0.001926707,25,Shepherdia_canadensis,0,biotic,2
Shortia_galacifolia,Shortia galacifolia,Shortia,Diapensiaceae,prune,nonhost,0.002576257,107,Shortia_galacifolia,0,biotic,2
Sibbaldia_procumbens,Sibbaldia procumbens,Sibbaldia,Rosaceae,prune,nonhost,2.07E-05,2,Sibbaldia_procumbens,0,biotic,2
Sicyos_angulatus,Sicyos angulatus,Sicyos,Cucurbitaceae,prune,nonhost,0.009356694,247,Sicyos_angulatus,0,biotic,2
Sida_acuta,Sida acuta,Sida,Malvaceae,prune,nonhost,0.028397187,288,Sida_acuta,0,biotic,2
Sideroxylon_reclinatum,Sideroxylon reclinatum,Sideroxylon,Sapotaceae,prune,specialist_host,0.018895965,273,Sideroxylon_reclinatum,1,biotic,2
Silene_caroliniana,Silene caroliniana,Silene,Caryophyllaceae,prune,nonhost,0.108452292,2065,Silene_caroliniana,0,biotic,2
Simarouba_amara,Simarouba amara,Simarouba,Simaroubaceae,prune,nonhost,0.002760457,39,Simarouba_amara,0,biotic,2
Sisyrinchium_atlanticum,Sisyrinchium atlanticum,Sisyrinchium,Iridaceae,prune,nonhost,0.061222489,723,Sisyrinchium_atlanticum,0,biotic,2
Sium_suave,Sium suave,Sium,Apiaceae,prune,nonhost,0.014864287,152,Sium_suave,0,biotic,2
Smilax_biltmoreana,Smilax biltmoreana,Smilax,Smilacaceae,prune,nonhost,0.64208976,10173,Smilax_biltmoreana,0,biotic,2
Solidago_ulmifolia,Solidago ulmifolia,Solidago,Asteraceae,prune,specialist_host,0.416176544,7407,Solidago_ulmifolia,1,biotic,2
Sophora_tomentosa,Sophora tomentosa,Sophora,Fabaceae,prune,nonhost,0.011450669,148,Sophora_tomentosa,0,biotic,2
Sorbus_americana,Sorbus americana,Sorbus,Rosaceae,prune,nonhost,0.045453393,741,Sorbus_americana,0,biotic,2
Sorghastrum_nutans,Sorghastrum nutans,Sorghastrum,Poaceae,prune,nonhost,0.029371221,555,Sorghastrum_nutans,0,abiotic,1
Sparganium_androcladum,Sparganium androcladum,Sparganium,Typhaceae,prune,nonhost,0.007897086,150,Sparganium_androcladum,0,abiotic,1
Spergularia_marina,Spergularia marina,Spergularia,Caryophyllaceae,prune,nonhost,3.75E-04,16,Spergularia_marina,0,biotic,2
Spermacoce_prostrata,Spermacoce prostrata,Spermacoce,Rubiaceae,prune,nonhost,0.009405355,140,Spermacoce_prostrata,0,biotic,2
Sphenopholis_obtusata,Sphenopholis obtusata,Sphenopholis,Poaceae,prune,nonhost,6.09E-04,11,Sphenopholis_obtusata,0,abiotic,1
Spigelia_anthelmia,Spigelia anthelmia,Spigelia,Loganiaceae,prune,nonhost,0.053130348,668,Spigelia_anthelmia,0,biotic,2
Spiraea_betulifolia,Spiraea betulifolia,Spiraea,Rosaceae,prune,nonhost,0.117810565,2627,Spiraea_betulifolia,0,biotic,2
Spiranthes_vernalis,Spiranthes vernalis,Spiranthes,Orchidaceae,prune,nonhost,0.122776098,1790,Spiranthes_vernalis,0,biotic,2
Spirodela_punctata,Spirodela punctata,Spirodela,Araceae,prune,nonhost,0.006141069,79,Spirodela_punctata,0,biotic,2
Sporobolus_compositus,Sporobolus compositus,Sporobolus,Poaceae,prune,nonhost,0.081884549,638,Sporobolus_compositus,0,abiotic,1
Stachys_palustris,Stachys palustris,Stachys,Lamiaceae,prune,nonhost,0.020475569,324,Stachys_palustris,0,biotic,2
Stachytarpheta_jamaicensis,Stachytarpheta jamaicensis,Stachytarpheta,Verbenaceae,prune,nonhost,0.009998727,166,Stachytarpheta_jamaicensis,0,biotic,2
Staphylea_trifolia,Staphylea trifolia,Staphylea,Staphyleaceae,prune,nonhost,0.013758326,484,Staphylea_trifolia,0,biotic,2
Steinchisma_hians,Steinchisma hians,Steinchisma,Poaceae,prune,nonhost,0.001293251,9,Steinchisma_hians,0,abiotic,1
Stelis_gelida,Stelis gelida,Stelis,Orchidaceae,prune,nonhost,3.83E-05,1,Stelis_gelida,0,biotic,2
Stellaria_longipes,Stellaria longipes,Stellaria,Caryophyllaceae,prune,nonhost,0.059863457,1750,Stellaria_longipes,0,biotic,2
Stemodia_durantifolia,Stemodia durantifolia,Stemodia,Plantaginaceae,prune,nonhost,1.53E-04,4,Stemodia_durantifolia,0,biotic,2
Stenanthium_gramineum,Stenanthium gramineum,Stenanthium,Melanthiaceae,prune,nonhost,0.018359561,351,Stenanthium_gramineum,0,biotic,2
Stenaria_nigricans,Stenaria nigricans,Stenaria,Rubiaceae,prune,nonhost,0.013459372,45,Stenaria_nigricans,0,biotic,2
Stenotaphrum_secundatum,Stenotaphrum secundatum,Stenotaphrum,Poaceae,prune,nonhost,0.003304629,25,Stenotaphrum_secundatum,0,abiotic,1
Stewartia_malacodendron,Stewartia malacodendron,Stewartia,Theaceae,prune,nonhost,0.008261884,84,Stewartia_malacodendron,0,biotic,2
Stillingia_aquatica,Stillingia aquatica,Stillingia,Euphorbiaceae,prune,nonhost,0.021784897,401,Stillingia_aquatica,0,biotic,2
Stipulicida_setacea,Stipulicida setacea,Stipulicida,Caryophyllaceae,prune,nonhost,0.002569893,61,Stipulicida_setacea,0,biotic,2
Stokesia_laevis,Stokesia laevis,Stokesia,Asteraceae,prune,nonhost,0.006315325,118,Stokesia_laevis,0,biotic,2
Strophostyles_umbellata,Strophostyles umbellata,Strophostyles,Fabaceae,prune,specialist_host,0.061234844,608,Strophostyles_umbellata,1,biotic,2
Stuckenia_pectinata,Stuckenia pectinata,Stuckenia,Potamogetonaceae,prune,nonhost,3.26E-04,11,Stuckenia_pectinata,0,abiotic,1
Stylisma_patens,Stylisma patens,Stylisma,Convolvulaceae,prune,nonhost,0.007517611,152,Stylisma_patens,0,biotic,2
Stylophorum_diphyllum,Stylophorum diphyllum,Stylophorum,Papaveraceae,prune,nonhost,0.016031089,496,Stylophorum_diphyllum,0,biotic,2
Styrax_americanus,Styrax americanus,Styrax,Styracaceae,prune,nonhost,0.010240496,146,Styrax_americanus,0,biotic,2
Suaeda_linearis,Suaeda linearis,Suaeda,Amaranthaceae,prune,nonhost,0.009553664,76,Suaeda_linearis,0,biotic,2
Suriana_maritima,Suriana maritima,Suriana,Surianaceae,prune,nonhost,0.003158325,64,Suriana_maritima,0,biotic,2
Symphoricarpos_albus,Symphoricarpos albus,Symphoricarpos,Caprifoliaceae,prune,nonhost,0.011752887,269,Symphoricarpos_albus,0,biotic,2
Symphyotrichum_plumosum,Symphyotrichum plumosum,Symphyotrichum,Asteraceae,prune,specialist_host,0.193812296,3460,Symphyotrichum_plumosum,1,biotic,2
Symplocarpus_foetidus,Symplocarpus foetidus,Symplocarpus,Araceae,prune,nonhost,0.182064731,8546,Symplocarpus_foetidus,0,biotic,2
Symplocos_tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,prune,nonhost,0.068367516,686,Symplocos_tinctoria,0,biotic,2
Syngonanthus_flavidulus,Syngonanthus flavidulus,Syngonanthus,Eriocaulaceae,prune,nonhost,0.013256633,327,Syngonanthus_flavidulus,0,biotic,2
Syringodium_filiforme,Syringodium filiforme,Syringodium,Cymodoceaceae,prune,nonhost,0.002085156,21,Syringodium_filiforme,0,abiotic,1
Tabebuia_heterophylla,Tabebuia heterophylla,Tabebuia,Bignoniaceae,prune,nonhost,1.53E-04,4,Tabebuia_heterophylla,0,biotic,2
Taenidia_integerrima,Taenidia integerrima,Taenidia,Apiaceae,prune,nonhost,0.00227326,57,Taenidia_integerrima,0,biotic,2
Talinum_paniculatum,Talinum paniculatum,Talinum,Talinaceae,prune,nonhost,9.52E-04,16,Talinum_paniculatum,0,biotic,2
Tecoma_stans,Tecoma stans,Tecoma,Bignoniaceae,prune,nonhost,8.53E-04,4,Tecoma_stans,0,biotic,2
Teucrium_canadense,Teucrium canadense,Teucrium,Lamiaceae,prune,nonhost,0.066910763,922,Teucrium_canadense,0,biotic,2
Thalia_dealbata,Thalia dealbata,Thalia,Marantaceae,prune,nonhost,0.012625497,280,Thalia_dealbata,0,biotic,2
Thalictrum_dioicum,Thalictrum dioicum,Thalictrum,Ranunculaceae,prune,nonhost,0.064553887,1156,Thalictrum_dioicum,0,biotic,2
Thaspium_barbinode,Thaspium barbinode,Thaspium,Apiaceae,prune,nonhost,0.006351315,159,Thaspium_barbinode,0,biotic,2
Thelesperma_filifolium,Thelesperma filifolium,Thelesperma,Asteraceae,prune,nonhost,2.01E-05,1,Thelesperma_filifolium,0,biotic,2
Thrinax_radiata,Thrinax radiata,Thrinax,Arecaceae,prune,nonhost,5.75E-04,15,Thrinax_radiata,0,biotic,2
Thymophylla_tenuiloba,Thymophylla tenuiloba,Thymophylla,Asteraceae,prune,nonhost,4.02E-04,9,Thymophylla_tenuiloba,0,biotic,2
Thyrsanthella_difformis,Thyrsanthella difformis,Thyrsanthella,Apocynaceae,prune,nonhost,0.011507129,77,Thyrsanthella_difformis,0,biotic,2
Tiarella_cordifolia,Tiarella cordifolia,Tiarella,Saxifragaceae,prune,nonhost,0.08058982,1951,Tiarella_cordifolia,0,biotic,2
Tilia_americana,Tilia americana,Tilia,Malvaceae,prune,nonhost,0.042236999,1124,Tilia_americana,0,biotic,2
Tillandsia_setacea,Tillandsia setacea,Tillandsia,Bromeliaceae,prune,nonhost,0.363463164,5190,Tillandsia_setacea,0,biotic,2
Tipularia_discolor,Tipularia discolor,Tipularia,Orchidaceae,prune,nonhost,0.154140362,3667,Tipularia_discolor,0,biotic,2
Tofieldia_glabra,Tofieldia glabra,Tofieldia,Tofieldiaceae,prune,nonhost,0.001842749,15,Tofieldia_glabra,0,biotic,2
Tolumnia_bahamensis,Tolumnia bahamensis,Tolumnia,Orchidaceae,prune,nonhost,2.91E-04,1,Tolumnia_bahamensis,0,biotic,2
Tournefortia_gnaphalodes,Tournefortia gnaphalodes,Tournefortia,Boraginaceae,prune,nonhost,0.008249509,83,Tournefortia_gnaphalodes,0,biotic,2
Toxicodendron_pubescens,Toxicodendron pubescens,Toxicodendron,Anacardiaceae,prune,nonhost,0.475402222,10085,Toxicodendron_pubescens,0,biotic,2
Toxicoscordion_nuttallii,Toxicoscordion nuttallii,Toxicoscordion,Melanthiaceae,prune,nonhost,5.61E-04,2,Toxicoscordion_nuttallii,0,biotic,2
Tradescantia_subaspera,Tradescantia subaspera,Tradescantia,Commelinaceae,prune,nonhost,0.040268795,794,Tradescantia_subaspera,0,biotic,2
Tragia_cordata,Tragia cordata,Tragia,Euphorbiaceae,prune,nonhost,0.005794229,123,Tragia_cordata,0,biotic,2
Trautvetteria_caroliniensis,Trautvetteria caroliniensis,Trautvetteria,Ranunculaceae,prune,nonhost,0.002044382,67,Trautvetteria_caroliniensis,0,biotic,2
Trema_micrantha,Trema micrantha,Trema,Cannabaceae,prune,nonhost,0.005022621,131,Trema_micrantha,0,abiotic,1
Trepocarpus_aethusae,Trepocarpus aethusae,Trepocarpus,Apiaceae,prune,nonhost,0.002189766,17,Trepocarpus_aethusae,0,biotic,2
Triadenum_virginicum,Triadenum virginicum,Triadenum,Hypericaceae,prune,nonhost,0.010434661,227,Triadenum_virginicum,0,biotic,2
Triantha_racemosa,Triantha racemosa,Triantha,Tofieldiaceae,prune,nonhost,0.018154918,183,Triantha_racemosa,0,biotic,2
Trianthema_portulacastrum,Trianthema portulacastrum,Trianthema,Aizoaceae,prune,nonhost,2.16E-04,4,Trianthema_portulacastrum,0,biotic,2
Trichocentrum_undulatum,Trichocentrum undulatum,Trichocentrum,Orchidaceae,prune,nonhost,7.67E-05,2,Trichocentrum_undulatum,0,biotic,2
Trichophorum_cespitosum,Trichophorum cespitosum,Trichophorum,Cyperaceae,prune,nonhost,0.002187456,64,Trichophorum_cespitosum,0,abiotic,1
Trichostigma_octandrum,Trichostigma octandrum,Trichostigma,Petiveriaceae,prune,nonhost,7.67E-05,2,Trichostigma_octandrum,0,biotic,2
Tridens_flavus,Tridens flavus,Tridens,Poaceae,prune,nonhost,0.010586051,213,Tridens_flavus,0,abiotic,1
Trifolium_virginicum,Trifolium virginicum,Trifolium,Fabaceae,prune,nonhost,0.005542044,31,Trifolium_virginicum,0,biotic,2
Triglochin_maritima,Triglochin maritima,Triglochin,Juncaginaceae,prune,nonhost,0.001592712,26,Triglochin_maritima,0,abiotic,1
Trillium_foetidissimum,Trillium foetidissimum,Trillium,Melanthiaceae,prune,nonhost,0.713683662,14991,Trillium_foetidissimum,0,biotic,2
Triosteum_aurantiacum,Triosteum aurantiacum,Triosteum,Caprifoliaceae,prune,nonhost,0.003788713,61,Triosteum_aurantiacum,0,biotic,2
